Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
27/11/2025,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-340542527485-UPI,340542527485,27/11/2025,95.91,,50551.88
27/11/2025,UPI-DOMINOS PIZZA-dominos@hdfcbank-HDFC0000601-335437430735-UPI,335437430735,27/11/2025,162.71,,50389.17
27/11/2025,UPI-ANJALI JOSHI-anjali488@paytm-SBIN0002211-487867161768-Gift,487867161768,27/11/2025,93.62,,50295.55
27/11/2025,UPI-AMIT AGARWAL-amit806@okicici-UTIB0000567-254273799564-Loan Return,254273799564,27/11/2025,,176.28,50471.83
28/11/2025,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-437977705890-UPI,437977705890,28/11/2025,90.72,,50381.11
28/11/2025,UPI-ZOMATO-zomato-order@ybl-YESB0000002-339161121784-Payment from Phone,339161121784,28/11/2025,91.82,,50289.29
29/11/2025,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-381518468111-Payment,381518468111,29/11/2025,158.06,,50131.23
29/11/2025,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-430719702457-Payment,430719702457,29/11/2025,70.71,,50060.52
29/11/2025,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-435546741074-Order Payment,435546741074,29/11/2025,71.45,,49989.07
30/11/2025,NEFT CR-UTIBN8564360925283-TECHNOVA SOFTWARE SOLUTIONS PVT LTD-SALARY-NOV25,UTIBN8564360925283,30/11/2025,,111287.00,161276.07
30/11/2025,UPI-SURESH VERMA-suresh234@ybl-ICIC0000345-490071553967-UPI,490071553967,30/11/2025,,246.59,161522.66
01/12/2025,UPI-THE COFFEE HOUSE-thecoffeehouse@okaxis-UTIB0000789-201570379537-Payment,201570379537,01/12/2025,349.31,,161173.35
01/12/2025,UPI-RAPIDO-rapido@ybl-YESB0000091-218247675956-Payment from Phone,218247675956,01/12/2025,178.41,,160994.94
01/12/2025,UPI-BHARAT PETROLEUM-bharatpetro@hdfcbank-HDFC0000899-439656498182-Payment from Phone,439656498182,01/12/2025,483.78,,160511.16
01/12/2025,POS 434358XXXXXX8040 NYKAA BENGALURU,434358XXXXXX8040,02/12/2025,1012.85,,159498.31
01/12/2025,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-230437903234-UPI,230437903234,01/12/2025,450.70,,159047.61
01/12/2025,UPI-ZOMATO-zomato-order@ybl-YESB0000002-467150277982-Payment from Phone,467150277982,01/12/2025,143.01,,158904.60
02/12/2025,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-203531566913-Order Payment,203531566913,02/12/2025,83.52,,158821.08
02/12/2025,UPI-RITU KUMAR-ritu181@oksbi-UTIB0000567-431902240586-Rent Split,431902240586,02/12/2025,1057.24,,157763.84
02/12/2025,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-201085885792-UPI,201085885792,02/12/2025,21.79,,157742.05
02/12/2025,UPI-DEEPIKA SHARMA-deepika868@okicici-ICIC0000345-471804634217-Loan Return,471804634217,02/12/2025,44.61,,157697.44
02/12/2025,UPI-BHARAT PETROLEUM-bharatpetro@hdfcbank-HDFC0000899-310915512031-Payment from Phone,310915512031,02/12/2025,655.89,,157041.55
02/12/2025,UPI-POOJA VERMA-pooja422@okaxis-SBIN0002211-422913010934-Payment,422913010934,02/12/2025,730.32,,156311.23
03/12/2025,NEFT CR-SBINN8979308007183-TECHNOVA SOFTWARE SOLUTIONS PVT LTD-FESTIVAL BONUS-DEC25,SBINN8979308007183,03/12/2025,,29974.00,186285.23
03/12/2025,UPI-AIRTEL BROADBAND-airtelbroadband@ybl-YESB0000998-322724825044-BillPayment,322724825044,03/12/2025,1402.61,,184882.62
03/12/2025,UPI-AIRTEL POSTPAID-airtel.postpaid@icici-ICIC0000112-214033581122-BillPayment,214033581122,03/12/2025,530.19,,184352.43
03/12/2025,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-335973804164-UPI,335973804164,03/12/2025,102.36,,184250.07
03/12/2025,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-325787850901-UPI,325787850901,03/12/2025,593.44,,183656.63
03/12/2025,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-327829824250-Payment from Phone,327829824250,03/12/2025,88.94,,183567.69
03/12/2025,UPI-SHREYA NAIR-shreya739@okaxis-SBIN0002211-472992158257-Gift,472992158257,03/12/2025,509.20,,183058.49
03/12/2025,UPI-NITIN CHAUHAN-nitin317@okicici-UTIB0000567-434184380676-For Dinner,434184380676,03/12/2025,971.74,,182086.75
04/12/2025,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-406442018291-Order Payment,406442018291,04/12/2025,60.79,,182025.96
04/12/2025,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-229097616791-UPI,229097616791,04/12/2025,22.66,,182003.30
04/12/2025,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-217273427313-Payment,217273427313,04/12/2025,879.77,,181123.53
04/12/2025,UPI-HP PETROL PUMP SEC-15-hppcl.sec15@icici-ICIC0000772-482632343761-UPI,482632343761,04/12/2025,1172.16,,179951.37
04/12/2025,UPI-HALDIRAM RESTAURANT-haldiram.cp@oksbi-SBIN0007744-249683648601-Order Payment,249683648601,04/12/2025,140.90,,179810.47
05/12/2025,UPI-RAJESH KUMAR VERMA-rajeshverma78@oksbi-SBIN0001122-318143437302-Rent DEC25,318143437302,05/12/2025,19500.00,,160310.47
05/12/2025,ACH D-HDFC LTD-HOMELOAN EMI-HDFCLTD98145654,HDFCLTD98145654,05/12/2025,17500.00,,142810.47
05/12/2025,UPI-UBER INDIA-uberindia@hdfcbank-HDFC0000333-280103958560-UPI,280103958560,05/12/2025,89.63,,142720.84
05/12/2025,ACH D-CULT FITNESS-MEMBERSHIP-CULTFIT836833,CULTFIT899444,05/12/2025,1499.00,,141221.84
05/12/2025,UPI-SURESH SHARMA-suresh734@apl-UTIB0000567-215856060599-Payment,215856060599,05/12/2025,2520.75,,138701.09
06/12/2025,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-369193578492-UPI,369193578492,06/12/2025,73.72,,138627.37
06/12/2025,UPI-BARBEQUE NATION-bbqnation@icici-ICIC0000633-313698882505-Payment from Phone,313698882505,06/12/2025,539.54,,138087.83
06/12/2025,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-269587737277-Payment,269587737277,06/12/2025,54.38,,138033.45
06/12/2025,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-453281040638-Payment from Phone,453281040638,06/12/2025,43.38,,137990.07
06/12/2025,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-223584046136-Payment,223584046136,06/12/2025,105.78,,137884.29
06/12/2025,UPI-NEHA REDDY-neha619@ybl-UTIB0000567-287311581178-Loan Return,287311581178,06/12/2025,850.58,,137033.71
06/12/2025,UPI-ZOMATO-zomato-order@ybl-YESB0000002-211688895655-Payment,211688895655,06/12/2025,94.68,,136939.03
06/12/2025,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-498870575789-UPI,498870575789,06/12/2025,61.92,,136877.11
07/12/2025,UPI-MEDPLUS-medplusmart@ybl-YESB0000456-383149347957-UPI,383149347957,07/12/2025,845.30,,136031.81
07/12/2025,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-471319654844-Payment,471319654844,07/12/2025,90.26,,135941.55
07/12/2025,UPI-ZOMATO-zomato-order@ybl-YESB0000002-254758428376-Payment,254758428376,07/12/2025,165.97,,135775.58
07/12/2025,UPI-ZOMATO-zomato-order@ybl-YESB0000002-462705741697-Order Payment,462705741697,07/12/2025,152.45,,135623.13
07/12/2025,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-251616293210-Payment,251616293210,07/12/2025,408.93,,135214.20
07/12/2025,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-318820880475-Order Payment,318820880475,07/12/2025,107.60,,135106.60
08/12/2025,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-304441833535-Payment from Phone,304441833535,08/12/2025,101.08,,135005.52
08/12/2025,ECOM PUR/400123XXXXXX6567/NETFLIX.COM,400123XXXXXX6567,08/12/2025,649.00,,134356.52
08/12/2025,UPI-MEDPLUS-medplusmart@ybl-YESB0000456-389000030050-Payment from Phone,389000030050,08/12/2025,596.15,,133760.37
08/12/2025,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-366004811459-Order Payment,366004811459,08/12/2025,42.52,,133717.85
08/12/2025,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-356757456165-Payment,356757456165,08/12/2025,83.02,,133634.83
08/12/2025,UPI-GOOGLE PLAY-googleplay@apl-AIRP0000090-468603214364-UPI,468603214364,08/12/2025,126.02,,133508.81
08/12/2025,UPI-NEHA NAIR-neha920@paytm-HDFC0000234-431007284908-Gift,431007284908,08/12/2025,,631.27,134140.08
09/12/2025,UPI-HP PETROL PUMP SEC-15-hppcl.sec15@icici-ICIC0000772-413252212083-UPI,413252212083,09/12/2025,688.05,,133452.03
10/12/2025,ACH D-CAMS NPCI-ICICI PRU MF SIP-12344674,12344674,10/12/2025,6000.00,,127452.03
10/12/2025,ACH D-LIC OF INDIA-PREMIUM-LICPOL520252,LICPOL172965,10/12/2025,19135.00,,108317.03
11/12/2025,UPI-AJIO-ajio@ybl-YESB0000078-426070613003-Order Payment,426070613003,11/12/2025,836.73,,107480.30
11/12/2025,UPI-ANIL SHARMA-anil734@okicici-ICIC0000345-200348650150-For Dinner,200348650150,11/12/2025,640.84,,106839.46
11/12/2025,UPI-ZOMATO-zomato-order@ybl-YESB0000002-422505161789-Payment,422505161789,11/12/2025,175.36,,106664.10
11/12/2025,UPI-HALDIRAM RESTAURANT-haldiram.cp@oksbi-SBIN0007744-350776605625-Order Payment,350776605625,11/12/2025,370.99,,106293.11
11/12/2025,UPI-ZOMATO-zomato-order@ybl-YESB0000002-268323829762-Payment from Phone,268323829762,11/12/2025,111.07,,106182.04
12/12/2025,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-464040017614-Order Payment,464040017614,12/12/2025,181.05,,106000.99
12/12/2025,ACH D-CAMS NPCI-HDFC MF SIP-56782773,56782773,12/12/2025,4000.00,,102000.99
12/12/2025,UPI-BSES RAJDHANI POWER-bsesrajdhani@sbi-SBIN0000441-261708204836-ElectricityBill,261708204836,12/12/2025,2921.67,,99079.32
12/12/2025,UPI-MEDPLUS-medplusmart@ybl-YESB0000456-322247035993-Payment from Phone,322247035993,12/12/2025,725.03,,98354.29
12/12/2025,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-393752126264-Payment from Phone,393752126264,12/12/2025,30.24,,98324.05
12/12/2025,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-334180374265-Payment from Phone,334180374265,12/12/2025,61.97,,98262.08
12/12/2025,UPI-AJIO-ajio@ybl-YESB0000078-490809407807-Payment from Phone,490809407807,12/12/2025,1464.41,,96797.67
12/12/2025,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-368007434396-Payment,368007434396,12/12/2025,264.36,,96533.31
13/12/2025,UPI-ZOMATO-zomato-order@ybl-YESB0000002-380636357945-Payment from Phone,380636357945,13/12/2025,99.97,,96433.34
13/12/2025,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-256705301202-Order Payment,256705301202,13/12/2025,127.60,,96305.74
13/12/2025,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-455763172914-Order Payment,455763172914,13/12/2025,103.01,,96202.73
14/12/2025,ECOM PUR/400123XXXXXX1100/AMAZON PRIME,400123XXXXXX1100,14/12/2025,179.00,,96023.73
14/12/2025,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-338096644581-UPI,338096644581,14/12/2025,494.23,,95529.50
14/12/2025,UPI-GOIBIBO-goibibo@hdfcbank-HDFC0000921-469513317927-Order Payment,469513317927,14/12/2025,1720.29,,93809.21
15/12/2025,UPI-SR TRADERS-srtraders2018@oksbi-SBIN0009988-267916738438-UPI,267916738438,15/12/2025,134.96,,93674.25
15/12/2025,UPI-HP PETROL PUMP SEC-15-hppcl.sec15@icici-ICIC0000772-350607902094-Payment from Phone,350607902094,15/12/2025,429.06,,93245.19
15/12/2025,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-338832469647-Payment,338832469647,15/12/2025,97.27,,93147.92
15/12/2025,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-411381457686-Payment,411381457686,15/12/2025,321.02,,92826.90
15/12/2025,UPI-DOMINOS PIZZA-dominos@hdfcbank-HDFC0000601-478831839780-UPI,478831839780,15/12/2025,359.71,,92467.19
16/12/2025,UPI-DOMINOS PIZZA-dominos@hdfcbank-HDFC0000601-344304137174-Payment from Phone,344304137174,16/12/2025,294.97,,92172.22
16/12/2025,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-323679195660-Payment from Phone,323679195660,16/12/2025,136.40,,92035.82
16/12/2025,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-212985546475-Order Payment,212985546475,16/12/2025,20.62,,92015.20
16/12/2025,UPI-OLA CABS-olacabs@icici-ICIC0000410-258672099062-Order Payment,258672099062,16/12/2025,58.50,,91956.70
17/12/2025,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-436912690643-Payment from Phone,436912690643,17/12/2025,253.60,,91703.10
17/12/2025,UPI-PRACTO-practo@icici-ICIC0000901-413556574609-Payment from Phone,413556574609,17/12/2025,317.39,,91385.71
17/12/2025,UPI-BIGBASKET-bigbasket@hdfcbank-HDFC0000001-434679126542-Payment from Phone,434679126542,17/12/2025,795.42,,90590.29
18/12/2025,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-240213335540-Payment from Phone,240213335540,18/12/2025,569.83,,90020.46
18/12/2025,UPI-INDIAN OIL PETROL PUMP-indianoilcorp@sbi-SBIN0000771-231054643770-UPI,231054643770,18/12/2025,981.50,,89038.96
18/12/2025,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-390899799937-Payment,390899799937,18/12/2025,88.64,,88950.32
18/12/2025,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-343534993469-Payment from Phone,343534993469,18/12/2025,41.01,,88909.31
18/12/2025,UPI-AMAZON-amazon@apl-AIRP0000001-464774139072-Payment,464774139072,18/12/2025,686.62,,88222.69
18/12/2025,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-217047030161-Order Payment,217047030161,18/12/2025,107.03,,88115.66
19/12/2025,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-469517421561-Payment,469517421561,19/12/2025,103.23,,88012.43
19/12/2025,ECOM PUR/512345XXXXXX3347/HOTSTAR,512345XXXXXX3347,19/12/2025,299.00,,87713.43
19/12/2025,UPI-ZOMATO-zomato-order@ybl-YESB0000002-296663195936-UPI,296663195936,19/12/2025,150.49,,87562.94
19/12/2025,POS 434358XXXXXX4949 FLIPKART MUMBAI,434358XXXXXX4949,20/12/2025,567.96,,86994.98
20/12/2025,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-473201983226-UPI,473201983226,20/12/2025,46.16,,86948.82
20/12/2025,UPI-GUPTA KIRANA STORE-guptakirana@oksbi-SBIN0004521-406010769509-Payment from Phone,406010769509,20/12/2025,521.41,,86427.41
20/12/2025,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-350956105732-UPI,350956105732,20/12/2025,122.53,,86304.88
20/12/2025,UPI-ZOMATO-zomato-order@ybl-YESB0000002-486826186525-UPI,486826186525,20/12/2025,154.54,,86150.34
20/12/2025,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-427686162458-Order Payment,427686162458,20/12/2025,29.73,,86120.61
20/12/2025,UPI-BARBEQUE NATION-bbqnation@icici-ICIC0000633-337337108988-UPI,337337108988,20/12/2025,595.39,,85525.22
20/12/2025,UPI-NYKAA-nykaa@hdfcbank-HDFC0000212-440027889607-Order Payment,440027889607,20/12/2025,1016.34,,84508.88
21/12/2025,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-478609949015-Payment,478609949015,21/12/2025,52.78,,84456.10
21/12/2025,UPI-ZOMATO-zomato-order@ybl-YESB0000002-301999021625-UPI,301999021625,21/12/2025,162.43,,84293.67
22/12/2025,UPI-MEDPLUS-medplusmart@ybl-YESB0000456-499350472891-Payment,499350472891,22/12/2025,753.30,,83540.37
22/12/2025,UPI-DEEPIKA RAO-deepika21@okhdfcbank-HDFC0000234-308963716980-Loan Return,308963716980,22/12/2025,985.18,,82555.19
22/12/2025,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-310620028708-Payment from Phone,310620028708,22/12/2025,561.47,,81993.72
23/12/2025,UPI-BARBEQUE NATION-bbqnation@icici-ICIC0000633-384036036288-UPI,384036036288,23/12/2025,1280.32,,80713.40
23/12/2025,UPI-HOME RENOVATION CONTRACTOR-home@okhdfcbank-HDFC0000999-462616186193-RenovationAdvance,462616186193,23/12/2025,30478.86,,50234.54
23/12/2025,UPI-STARBUCKS COFFEE-starbucksin@icici-ICIC0000550-297917069476-UPI,297917069476,23/12/2025,437.50,,49797.04
23/12/2025,UPI-MYNTRA-myntra@icici-ICIC0000305-400780073362-UPI,400780073362,23/12/2025,1627.14,,48169.90
24/12/2025,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-294228707953-UPI,294228707953,24/12/2025,72.63,,48097.27
24/12/2025,UPI-THE COFFEE HOUSE-thecoffeehouse@okaxis-UTIB0000789-310175324449-Order Payment,310175324449,24/12/2025,590.02,,47507.25
24/12/2025,UPI-RAHUL BHATIA-rahul288@apl-UTIB0000567-341008592430-UPI,341008592430,24/12/2025,222.31,,47284.94
25/12/2025,UPI-LOCAL VEGETABLE VENDOR-vegvendor.rk@oksbi-SBIN0008812-278946368586-Payment,278946368586,25/12/2025,82.04,,47202.90
25/12/2025,UPI-OLA CABS-olacabs@icici-ICIC0000410-372718920356-UPI,372718920356,25/12/2025,95.16,,47107.74
25/12/2025,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-298410222995-Order Payment,298410222995,25/12/2025,91.25,,47016.49
25/12/2025,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-333389799934-Payment,333389799934,25/12/2025,112.41,,46904.08
25/12/2025,UPI-STARBUCKS COFFEE-starbucksin@icici-ICIC0000550-482993605611-Payment,482993605611,25/12/2025,437.04,,46467.04
25/12/2025,UPI-DMART READY-dmartready@ybl-YESB0000045-355046009715-UPI,355046009715,25/12/2025,164.23,,46302.81
26/12/2025,UPI-KARAN SHARMA-karan520@paytm-SBIN0002211-477722656929-Rent Split,477722656929,26/12/2025,,104.92,46407.73
26/12/2025,UPI-OXFORD BOOKSTORE-oxfordbooks.cp@sbi-SBIN0003321-431299786859-UPI,431299786859,26/12/2025,928.26,,45479.47
27/12/2025,UPI-XEROX PRINT SHOP-xeroxshop@okaxis-UTIB0002299-409471392231-Order Payment,409471392231,27/12/2025,69.13,,45410.34
27/12/2025,UPI-STARBUCKS COFFEE-starbucksin@icici-ICIC0000550-491244889428-Payment,491244889428,27/12/2025,423.63,,44986.71
27/12/2025,UPI-BIGBASKET-bigbasket@hdfcbank-HDFC0000001-246698693559-Order Payment,246698693559,27/12/2025,320.30,,44666.41
27/12/2025,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-230997652960-UPI,230997652960,27/12/2025,228.04,,44438.37
27/12/2025,POS 512345XXXXXX9396 BHARAT PETROLEUM NOIDA,512345XXXXXX9396,28/12/2025,418.33,,44020.04
27/12/2025,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-295813934497-UPI,295813934497,27/12/2025,62.78,,43957.26
27/12/2025,UPI-AUTO RICKSHAW-autofare.delhi@okhdfcbank-HDFC0003344-264874608736-UPI,264874608736,27/12/2025,19.15,,43938.11
29/12/2025,NWD-477845XXXXXX2490-ICIC0003456-ATM CASH WDL,477845XXXXXX2490,29/12/2025,500.00,,43438.11
29/12/2025,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-204737015662-Order Payment,204737015662,29/12/2025,713.77,,42724.34
29/12/2025,UPI-ROHIT RAO-rohit72@okaxis-YESB0000789-235750680997-Loan Return,235750680997,29/12/2025,,63.30,42787.64
30/12/2025,UPI-MEDPLUS-medplusmart@ybl-YESB0000456-329831236377-UPI,329831236377,30/12/2025,237.62,,42550.02
30/12/2025,UPI-MOHIT ENTERPRISES-mohitent@ybl-YESB0000501-227335153760-Payment from Phone,227335153760,30/12/2025,122.81,,42427.21
30/12/2025,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-401409763551-Payment from Phone,401409763551,30/12/2025,332.71,,42094.50
30/12/2025,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-217472936108-Order Payment,217472936108,30/12/2025,50.22,,42044.28
30/12/2025,UPI-SWIGGY-swiggy.instamart@icici-ICIC0000104-422547857623-Payment from Phone,422547857623,30/12/2025,166.89,,41877.39
31/12/2025,NEFT CR-SBINN6495841913300-TECHNOVA SOFTWARE SOLUTIONS PVT LTD-SALARY-DEC25,SBINN6495841913300,31/12/2025,,110902.00,152779.39
31/12/2025,UPI-TEA STALL-teastall.corner@oksbi-SBIN0009911-386465460511-UPI,386465460511,31/12/2025,94.25,,152685.14
31/12/2025,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-359557303601-Payment from Phone,359557303601,31/12/2025,69.17,,152615.97
31/12/2025,INT.PD:01/10/2025 TO 31/12/2025,,31/12/2025,,489.54,153105.51
01/01/2026,NEFT CR-AXISN4786144593569-TECHNOVA SOFTWARE SOLUTIONS PVT LTD-SALARY-JAN26,AXISN4786144593569,01/01/2026,,111293.00,264398.51
01/01/2026,UPI-DEEPIKA REDDY-deepika285@oksbi-ICIC0000345-254138113850-Gift,254138113850,01/01/2026,359.91,,264038.60
01/01/2026,UPI-AIRTEL BROADBAND-airtelbroadband@ybl-YESB0000998-286567556534-BillPayment,286567556534,01/01/2026,1376.22,,262662.38
01/01/2026,UPI-AIRTEL POSTPAID-airtel.postpaid@icici-ICIC0000112-346379278053-BillPayment,346379278053,01/01/2026,648.40,,262013.98
01/01/2026,UPI-ZOMATO-zomato-order@ybl-YESB0000002-485316930710-UPI,485316930710,01/01/2026,161.48,,261852.50
02/01/2026,UPI-SNEHA JOSHI-sneha535@ybl-YESB0000789-419073249996-Gift,419073249996,02/01/2026,763.61,,261088.89
02/01/2026,UPI-CROMA RETAIL-cromaretail@icici-ICIC0000890-273105740183-UPI,273105740183,02/01/2026,1124.96,,259963.93
02/01/2026,UPI-STREET FOOD STALL-streetfoodstall@ybl-YESB0000722-480722302407-Order Payment,480722302407,02/01/2026,35.57,,259928.36
02/01/2026,UPI-NITIN GUPTA-nitin400@apl-UTIB0000567-350413613374-For Dinner,350413613374,02/01/2026,321.32,,259607.04
02/01/2026,UPI-ANJALI MALHOTRA-anjali442@okicici-UTIB0000567-473327356938-UPI,473327356938,02/01/2026,340.65,,259266.39
03/01/2026,UPI-BHARAT PETROLEUM-bharatpetro@hdfcbank-HDFC0000899-362941018042-Order Payment,362941018042,03/01/2026,1021.59,,258244.80
03/01/2026,UPI-MYNTRA-myntra@icici-ICIC0000305-337818574217-Order Payment,337818574217,03/01/2026,678.86,,257565.94
04/01/2026,UPI-CHAI POINT-chaipoint@ybl-YESB0000601-485896614635-UPI,485896614635,04/01/2026,72.92,,257493.02
04/01/2026,UPI-ZOMATO-zomato-order@ybl-YESB0000002-274106553910-Payment,274106553910,04/01/2026,183.56,,257309.46
04/01/2026,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-212445670008-Payment,212445670008,04/01/2026,65.99,,257243.47
05/01/2026,ACH D-CULT FITNESS-MEMBERSHIP-CULTFIT544611,CULTFIT609253,05/01/2026,1499.00,,255744.47
05/01/2026,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-398313503222-UPI,398313503222,05/01/2026,15.92,,255728.55
05/01/2026,UPI-NEW DELHI PROVISION STORE-ndps2019@okhdfcbank-HDFC0002233-428484144860-Payment from Phone,428484144860,05/01/2026,307.99,,255420.56
06/01/2026,UPI-RAJESH KUMAR VERMA-rajeshverma78@oksbi-SBIN0001122-450911269984-Rent JAN26,450911269984,06/01/2026,19500.00,,235920.56
06/01/2026,ACH D-HDFC LTD-HOMELOAN EMI-HDFCLTD31127115,HDFCLTD31127115,06/01/2026,17500.00,,218420.56
06/01/2026,UPI-ZOMATO-zomato-order@ybl-YESB0000002-220096011788-Payment from Phone,220096011788,06/01/2026,275.15,,218145.41
06/01/2026,UPI-ZEPTO-zeptonow@icici-ICIC0000201-292575732815-Payment from Phone,292575732815,06/01/2026,125.32,,218020.09
06/01/2026,UPI-DELHI METRO RAIL CORP-dmrcqr@sbi-SBIN0000556-259716388905-Payment from Phone,259716388905,06/01/2026,65.92,,217954.17
06/01/2026,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-303053252751-Payment from Phone,303053252751,06/01/2026,84.30,,217869.87
07/01/2026,UPI-GOOGLE PLAY-googleplay@apl-AIRP0000090-438433569552-Payment from Phone,438433569552,07/01/2026,463.78,,217406.09
07/01/2026,UPI-ZOMATO-zomato-order@ybl-YESB0000002-396780779786-Payment,396780779786,07/01/2026,278.43,,217127.66
07/01/2026,UPI-BOOKMYSHOW-bookmyshow@ybl-YESB0000345-356262796954-Payment,356262796954,07/01/2026,248.15,,216879.51
07/01/2026,UPI-THE COFFEE HOUSE-thecoffeehouse@okaxis-UTIB0000789-334456969530-UPI,334456969530,07/01/2026,610.06,,216269.45
08/01/2026,UPI-SHARMA GENERAL STORE-sharmagenstore@paytm-PYTM0123456-324782036950-Order Payment,324782036950,08/01/2026,722.69,,215546.76
08/01/2026,UPI-SHREYA BHATIA-shreya420@okicici-YESB0000789-492563812533-Payment,492563812533,08/01/2026,828.38,,214718.38
08/01/2026,UPI-PAAN SHOP-paanshop.corner@okicici-ICIC0002233-278742053782-Payment from Phone,278742053782,08/01/2026,33.84,,214684.54
08/01/2026,ECOM PUR/477845XXXXXX8242/NETFLIX.COM,477845XXXXXX8242,08/01/2026,649.00,,214035.54
08/01/2026,UPI-FLIPKART-flipkart@axisbank-UTIB0000456-238100608201-Payment from Phone,238100608201,08/01/2026,1116.90,,212918.64
08/01/2026,UPI-UDEMY-udemy@apl-AIRP0000045-304534617558-Payment from Phone,304534617558,08/01/2026,1018.86,,211899.78
09/01/2026,ACH D-CAMS NPCI-ICICI PRU MF SIP-12346105,12346105,09/01/2026,6000.00,,205899.78
09/01/2026,UPI-BIGBASKET-bigbasket@hdfcbank-HDFC0000001-405303668067-Payment,405303668067,09/01/2026,486.61,,205413.17
09/01/2026,UPI-CAFE COFFEE DAY-ccd.payments@ybl-YESB0000132-408577339364-UPI,408577339364,09/01/2026,445.73,,204967.44
09/01/2026,UPI-DOMINOS PIZZA-dominos@hdfcbank-HDFC0000601-480234734844-Payment,480234734844,09/01/2026,644.05,,204323.39
09/01/2026,UPI-PARKING FEE-smartparking@paytm-PYTM0002211-353358956509-Payment from Phone,353358956509,09/01/2026,45.40,,204277.99
10/01/2026,UPI-NEHA REDDY-neha775@okhdfcbank-ICIC0000345-376266703732-Rent Split,376266703732,10/01/2026,122.32,,204155.67
